timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-11-01T09:19:10,codecarbon,c21d6578-b9bc-444a-bd14-fdd82e852044,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.16072370001347736,1.1287669061922035e-07,7.023027133506456e-07,112.0,0.0,10.0,2.6457271552903367e-05,0.0,2.2108799997820624e-06,2.8668151552685434e-05,0.0,Canada,CAN,quebec,,,Windows-11-10.0.26100-SP0,3.13.7,3.0.8,8,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,,,-73.462,45.5191,7.837646484375,process,N,1.0,0.0
